PhiDot;Phi;Temp;kf 
8;0.075;900;121.973
8;0.075;1000;107.074
8;0.075;1100;794.202
8;0.075;1200;642.414
8;0.1;900;135.616
8;0.1;1000;115.965
8;0.1;1100;860.829
8;0.1;1200;694.606
8;0.125;900;146.709
8;0.125;1000;123.653
8;0.125;1100;920.853
8;0.125;1200;735.399
8;0.15;900;155.428
8;0.15;1000;129.12
8;0.15;1100;976.075
8;0.15;1200;774.993
8;0.175;900;162.428
8;0.175;1000;134.826
8;0.175;1100;101.869
8;0.175;1200;806.788
8;0.2;900;166.64
8;0.2;1000;139.392
8;0.2;1100;105.351
8;0.2;1200;832.584
8;0.225;900;171.86
8;0.225;1000;142.876
8;0.225;1100;109.192
8;0.225;1200;85.778
8;0.25;900;176.012
8;0.25;1000;146.059
8;0.25;1100;111.593
8;0.25;1200;876.377
8;0.275;900;179.334
8;0.275;1000;148.882
8;0.275;1100;114.114
8;0.275;1200;887.775
8;0.3;900;182.181
8;0.3;1000;150.504
8;0.3;1100;116.695
8;0.3;1200;900.374
8;0.325;900;184.376
8;0.325;1000;152.967
8;0.325;1100;118.016
8;0.325;1200;919.571
8;0.35;900;186.748
8;0.35;1000;154.709
8;0.35;1100;119.396
8;0.35;1200;928.569
8;0.375;900;189.18
8;0.375;1000;156.151
8;0.375;1100;120.897
8;0.375;1200;928.569
8;0.4;900;190.248
8;0.4;1000;157.532
8;0.4;1100;122.217
8;0.4;1200;92.197
8;0.425;900;192.206
8;0.425;1000;158.674
8;0.425;1100;123.598
8;0.425;1200;945.366
8;0.45;900;193.392
8;0.45;1000;159.815
8;0.45;1100;123.598
8;0.45;1200;946.566
8;0.475;900;194.578
8;0.475;1000;160.055
8;0.475;1100;123.598
8;0.475;1200;946.566
8;0.5;900;195.765
8;0.5;1000;161.077
8;0.5;1100;123.598
8;0.5;1200;941.767
8;0.525;900;196.951
8;0.525;1000;161.797
8;0.525;1100;123.958
8;0.525;1200;936.368
8;0.55;900;198.197
8;0.55;1000;161.797
8;0.55;1100;123.958
8;0.55;1200;929.769
8;0.575;900;198.849
8;0.575;1000;161.797
8;0.575;1100;123.298
8;0.575;1200;92.257
8;0.6;900;199.442
8;0.6;1000;161.797
8;0.6;1100;123.058
8;0.6;1200;915.971
8;0.625;900;200.273
8;0.625;1000;161.797
8;0.625;1100;123.058
8;0.625;1200;908.172
8;0.65;900;201.222
8;0.65;1000;161.797
8;0.65;1100;122.577
8;0.65;1200;899.174
8;0.675;900;201.222
8;0.675;1000;161.797
8;0.675;1100;122.037
8;0.675;1200;890.775
8;0.7;900;202.764
8;0.7;1000;161.797
8;0.7;1100;120.777
8;0.7;1200;879.977
40;0.05;900;129.803
40;0.05;1000;111.219
